
>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=133 match_failed=0 matches=4237.4 match_time=0.33s
==== Homography Estimation ====
Hest solver=cv est_failed=0 ransac_thres=15 inlier_rate=0.97

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>>Eval hpatches: task=homography method=GeoFormer_geoformer_noms scale_H=True rthres=15
>>Finished, pairs=133 match_failed=0 matches=4237.4 match_time=0.33s
==== Homography Estimation ====
Hest solver=cv est_failed=0 ransac_thres=15 inlier_rate=0.97

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]
Matching thres: 0.2  Save to: None

>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

Matching thres: 0.2

==========================================================================================
Pair ID         | MLE (pixels)    | Accuracy     | Matches     
P49_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P42_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P34_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P38_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S28_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S23_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P01_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S62_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P14_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
A04_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P33_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P22_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S57_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S22_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S13_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S63_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
A11_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P10_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P46_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P13_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P30_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S20_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S38_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S40_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
A13_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S34_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S51_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S68_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P25_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S14_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S26_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P08_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P44_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S15_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S66_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S09_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S64_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P03_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S35_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P07_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S50_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
A05_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S19_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P32_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P24_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P17_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P41_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S08_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P04_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
A01_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
A08_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P35_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S58_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S53_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S47_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S11_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S61_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S21_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S54_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P48_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P39_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
A03_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P36_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P18_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P23_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
A06_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S70_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P40_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S29_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P05_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
A14_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S41_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S36_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S37_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P19_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
A12_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P21_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S43_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S59_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P45_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S04_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S30_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S31_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
P06_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S05_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S46_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
S39_1_2         | N/A                | FAIL         | N/A             | Error: tuple indices must be integers or slices
====================================================================================================

OVERALL STATISTICS:
====================================================================================================
Successful Pairs: 0/133
No valid MLE measurements - all pairs failed!

Total Pairs:      133
Successful:       0
Correct (MLE<10): 0
Accuracy:         0.00% (of successful pairs)
====================================================================================================


>>>> Method=GeoFormer Default config: {'class': 'GeoFormer', 'match_threshold': 0.2, 'imsize': 768, 'no_match_upscale': True, 'ckpt': 'saved_ckpt/geoformer.ckpt', 'ransac_thres': 15} Thres: [0.2]

Matching thres: 0.2

====================================================================================================
Pair ID         | MLE (pixels)       | Accuracy     | Matches         | Status
====================================================================================================
S10_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P26_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S67_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S01_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P09_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P11_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S17_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S65_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S52_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S44_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S02_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S42_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P28_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S56_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P02_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S06_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P43_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S33_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S55_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P29_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
P31_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
S32_1_2         | N/A                | FAIL         | N/A             | Error: OpenCV(4.6.0) /io/opencv/modules/calib3d
